,Id,Name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
14959,14959,LobbyCafeRadhaRegent,No,Yes,3.7,177,Electronic City,Casual Dining,"Fish, Salads, Dal Makhani, Burgers, Lunch Buffet","Continental, American, South Indian, Italian, North Indian, Chinese",1200,Dine-out
14963,14963,BarbequeNation,No,Yes,4.3,1147,Electronic City,Casual Dining,"Chicken Grill, Paan Kulfi, Mocktails, Crispy Corn, Pasta, Fish Grill, Noodles","North Indian, European, Mediterranean, BBQ, Kebab",1600,Dine-out
14965,14965,Onesta,Yes,Yes,4.5,863,Electronic City,"Casual Dining, Cafe","Pasta, Ravioli, Potato Wedges, Jalapeno Cheeseballs, Chicken Pizza, Lasagne, Veggie Pizza","Pizza, Cafe, Italian",600,Dine-out
14966,14966,TimeTravellerSaiVishram,Yes,No,4.2,882,Electronic City,Casual Dining,"Salads, Veg Buffet, Dahi Vada, Pasta, Vegetarian, Halwa, Noodles","Continental, North Indian, South Indian, Chinese",1100,Dine-out
14968,14968,FoodRas,Yes,Yes,4.3,1387,Electronic City,Casual Dining,"Chicken Majestic, Lasagne, Hara Bhara Kabab, Lassi, Biryani, Paneer Tikka, Fish","North Indian, Chinese, Japanese, European, Seafood",900,NA
14970,14970,TheRasoiyaStreet,Yes,Yes,4.2,1137,Electronic City,Casual Dining,"Buttermilk, Pasta, Achari Mushroom, Paneer Tikka, Nachos, Noodles, Baked Nacho","North Indian, Continental, Mediterranean, Chinese",800,Dine-out
14972,14972,HyderabadiSpice,Yes,No,4.0,1369,Electronic City,Casual Dining,"Chilli Chicken, Chicken Tikka, Paneer Biryani, Mutton Biryani, Hyderabadi Chicken Biryani, Vegetable Biryani, Lemon Chicken","Biryani, North Indian",600,Dine-out
14973,14973,KritungaRestaurant,No,Yes,3.8,473,Electronic City,Casual Dining,"Brain Fry, Mutton Biryani, Bamboo Chicken, Chicken Biryani, Mutton Curry, Kulcha, Butter Naan","Andhra, Biryani, North Indian, Chinese",650,Dine-out
14974,14974,CafeHappytizing,Yes,No,4.1,354,Electronic City,Cafe,"Peri Peri Fries, Nachos, Pasta, Paratha, Peri Peri Chicken Pizza, Burgers, Noodles","Cafe, Sandwich, Pizza, North Indian, Mexican",700,NA
14976,14976,Paradise,Yes,No,4.0,2043,Electronic City,Casual Dining,"Mutton Biryani, Chicken Biryani, Mutton Seekh Kebab, Gajar Ka Halwa, Hyderabadi Biryani, Kebab Platter, Panneer Butter Masala","Biryani, North Indian, Kebab",800,Dine-out
14977,14977,TheOterra,No,Yes,4.1,268,Electronic City,Fine Dining,"Sunday Brunch, Tea, Salads, Vegetable Biryani, Momos, Pasta, Wine","North Indian, Asian, Continental",3000,Dine-out
14978,14978,RepublicOfNoodlesLemonTreeHotel,No,Yes,4.3,385,Electronic City,Casual Dining,"Noodles, Banana Leaf Fish, Dumplings, Phad Thai, Apple Fritters, Clear Soup, Brownie","Singaporean, Chinese, Thai, Malaysian",1500,Dine-out
14982,14982,CitrusCafeLemonTreeHotel,No,Yes,3.9,285,Electronic City,Fine Dining,"Fish, Burgers, Omelette, Pasta, Salads, Dal Makhani, Breakfast Buffet","North Indian, Continental, South Indian",2200,Dine-out
14984,14984,ThisCafeHasNoNameCafe,Yes,No,3.2,79,Electronic City,Cafe,"Sandwiches, Rolls, Coffee, Burgers, French Fries","Cafe, Beverages",500,Dine-out
14985,14985,VolgaRestaurant,Yes,No,3.7,294,Electronic City,Casual Dining,"Kerala Parotta, Tandoori Chicken","North Indian, Chinese, Middle Eastern",500,Dine-out
14986,14986,BiriyaniZone,Yes,No,3.9,678,Electronic City,Casual Dining,"Mutton Biryani, Tandoori Chicken, Butter Naan, Fish, Butter Chicken, Chicken Boneless Biryani, Vegetable Biryani","Biryani, North Indian, Chinese, Seafood",800,Dine-out
14987,14987,ThalasseryRestaurant,Yes,No,3.8,571,Electronic City,Casual Dining,"Thalassery Biryani, Chicken Tikka, Coffee, Tea, Tandoori Chicken, Ghee Rice, Appam","Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Dine-out
14988,14988,ZCafe,Yes,No,3.6,19,Electronic City,Quick Bites,NA,"Chinese, Fast Food, Beverages",300,Dine-out
14989,14989,KeysCafeKeysHotel,No,No,3.8,115,Electronic City,Casual Dining,"Rasgulla, Kulfi, Lunch Buffet, Pasta, Biryani, Fish Curry, Fish Grill","Chinese, Continental, North Indian",1200,Dine-out
14990,14990,BazaarZoneByThePark,No,Yes,4.0,415,Electronic City,Casual Dining,"Salads, Chicken Tikka, Roti, Gulab Jamun, Lunch Buffet, Pasta, Salad","Continental, South Indian, North Indian, Asian",1400,Dine-out
14991,14991,MeridianSouthAPureVegetarianRestaurant,No,No,0.0,0,Electronic City,Casual Dining,NA,"North Indian, South Indian, Chinese",600,Dine-out
14992,14992,MarleysBistro,Yes,No,3.9,94,Electronic City,Casual Dining,"Burgers, Pancakes, Tea, Pasta, Coffee, Omelette, Crepe","Continental, European, Salad, Beverages, Italian, Burger",400,Dine-out
14993,14993,AagamanVeg,Yes,No,0.0,0,Electronic City,Casual Dining,NA,"North Indian, Chinese, South Indian",900,Dine-out
14994,14994,MagicBowl,Yes,No,3.6,98,Electronic City,Casual Dining,Vegetable Biryani,"North Indian, Chinese, Arabian, Mughlai",700,NA
14996,14996,FishingBoatHotelGoyalResidency,Yes,Yes,3.9,418,Electronic City,Casual Dining,"Sea Food, Prawn Biryani, Neer Dosa, Crab Sukha, Chicken Biryani, Fish, Murgh Ghee Roast","Seafood, North Indian, Chinese, Biryani",800,Dine-out
14997,14997,ABAdyarAnandaBhavan,No,No,3.6,213,Electronic City,Casual Dining,"Filter Coffee, Chaat, Pav Bhaji, Ghee Pongal, Masala Dosa, Vada, Rava Dosa","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out
14998,14998,TayoRestaurant,No,No,3.9,44,Electronic City,Casual Dining,NA,"North Indian, Chinese, Mughlai",600,Dine-out
14999,14999,NewAndhraHouse,Yes,No,3.8,523,Electronic City,Casual Dining,"Hyderabadi Style Biryani, Pot Biryani, Andhra Style Biryani, Buttermilk, Guntur Chicken Biryani, Chicken Vepudu, Vegetable Biryani","Andhra, Biryani, Chinese, North Indian",450,Dine-out
15000,15000,SoulIndianSpecialtySvenskaDesignHotel,Yes,Yes,3.7,267,Electronic City,Fine Dining,"Cocktails, Pasta, Fish, Dal Makhani, Salads, Coffee, Babaganush","North Indian, South Indian, Asian, Italian, Continental",2000,Dine-out
15001,15001,SheBrews,Yes,No,3.7,159,Electronic City,Cafe,"Coffee, Sandwich, Peri Peri Fries, Peri Peri Sizzler, White Sauce Pasta","Cafe, Continental, Thai, Chinese",400,Dine-out
15002,15002,AkkadBakkad,Yes,Yes,3.9,72,Electronic City,Casual Dining,"Bhuna Chicken, Mutton Biryani, Paratha","North Indian, Chinese",600,Dine-out
15004,15004,MorizRestaurant,Yes,No,3.1,1365,Electronic City,Casual Dining,"Shawarma, Bbq Chicken, Biryani, Butter Chicken, Paneer Lababdar, Chicken Grill, Chicken Lazeez","Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",700,Dine-out
15005,15005,RagsonFire,Yes,No,3.1,64,Electronic City,Cafe,"Soya Chaap, Biryani",Cafe,600,Dine-out
15006,15006,DaysRestaurant,Yes,No,3.8,478,Electronic City,Quick Bites,"Egg Noodles, Lamb Chops, Hyderabadi Chicken Dum Biryani, Gajar Ka Halwa, Al Faham Chicken, Fried Rice","North Indian, Chinese, Arabian",400,Dine-out
15007,15007,SaltNPepper,No,No,3.6,74,Electronic City,Casual Dining,Fish Fry,"North Indian, Chinese",500,Dine-out
15008,15008,MughlaiKitchen,Yes,No,0.0,0,Electronic City,NA,NA,"Mughlai, North Indian, Chinese, Momos",600,Dine-out
15009,15009,VenaduRestaurant,No,No,3.4,7,Electronic City,Casual Dining,NA,Kerala,700,Dine-out
15010,15010,Mamajis,Yes,No,3.6,453,Electronic City,Casual Dining,"Masala Chaach, Vegetable Biryani, Paratha, Thali, Buttermilk, Sweet Lassi, Paneer Parantha",North Indian,600,Dine-out
15013,15013,Kittus,Yes,Yes,4.2,800,Electronic City,Casual Dining,"Murgh Lababdar, Butter Chicken, Paneer Lababdar, Dal Makhani, Afghan Chicken, Chicken Achari Tikka, Lassi",North Indian,750,Dine-out
15014,15014,EsfahanRestaurant,Yes,No,3.5,148,Electronic City,Casual Dining,"Rolls, Mutton Biryani, Tawa Mutton, Chicken Roll, Laccha Paratha, Tawa Chicken","North Indian, Lucknowi, Mughlai, Biryani",700,Dine-out
15016,15016,MesaDeliSvenskaDesignHotel,Yes,Yes,3.2,9,Electronic City,Casual Dining,NA,"North Indian, Italian",600,Dine-out
15018,15018,EastTheOterra,No,Yes,4.0,54,Electronic City,Fine Dining,Wasabi Prawns,"Chinese, Vietnamese, Thai, Malaysian",2200,Dine-out
15019,15019,HyderabadDarbar,Yes,No,3.7,101,Electronic City,Casual Dining,Paneer Biryani,"Andhra, South Indian",700,Dine-out
15022,15022,BarbequeDelight,Yes,No,3.4,173,Electronic City,Casual Dining,"Chicken Grill, Chicken Shawarama, Tandoori Chicken, Chicken Biryani","Arabian, Kerala, Biryani, South Indian, Chinese, BBQ",650,Dine-out
15023,15023,ManasaAndhraStyleMultiCuisineRestaurant,No,No,3.6,70,Electronic City,Casual Dining,NA,"North Indian, South Indian, Chinese, Andhra, Biryani",800,Dine-out
15024,15024,SilaRestaurant,Yes,No,3.8,514,Electronic City,Casual Dining,"Mocktails, Dal Makhani, Masala Papad, Kulcha, Panneer Butter Masala, Chilli Paneer, Chicken Biryani","Chinese, Seafood, North Indian, Biryani, Desserts",750,Dine-out
15025,15025,GunturRoyalDine,No,No,3.4,7,Electronic City,Casual Dining,NA,"North Indian, South Indian, Chinese",700,Dine-out
15027,15027,SitaraVegRestaurant,Yes,No,3.9,419,Electronic City,Quick Bites,"Masala Dosa, Chaat, Vada, Sandwiches, Filter Coffee","South Indian, North Indian, Chinese",400,Dine-out
15028,15028,Seasons,Yes,No,2.9,380,Electronic City,Casual Dining,"Chilli Prawns, Barbeque Chicken, Vegetarian, Shawarma, Noodles, Roti, Mutton Biryani","North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",1000,Dine-out
15029,15029,VinayaRoyalInn,Yes,No,3.1,5,Electronic City,Casual Dining,NA,"North Indian, Chinese",500,Dine-out
15030,15030,Cuppa,Yes,No,3.0,119,Electronic City,Cafe,"French Fries, Veg Burger, Pancakes, English Breakfast, Omelette","Cafe, Fast Food, Continental",700,Dine-out
15031,15031,ManasaCoolCafe,Yes,No,3.2,7,Electronic City,Cafe,NA,"Fast Food, Juices, Cafe, Desserts",300,Dine-out
15034,15034,SilverLeafRameeGuestlineHotels,No,No,3.5,17,Electronic City,Casual Dining,NA,"Continental, Mughlai, North Indian, Chinese",900,Dine-out
15035,15035,BeijingBites,Yes,Yes,3.6,778,Electronic City,Casual Dining,"Noodles, Dragon Chicken, Kung Pao Chicken, Dragon Rolls, Chicken Lollipop, Prawn, Clear Soup","Chinese, Thai",850,Dine-out
15037,15037,NewFoodMagic,Yes,No,3.2,154,Electronic City,Casual Dining,"Roti, Rolls, Paratha, Chicken Roll","Andhra, Chinese, North Indian, South Indian",450,Dine-out
15039,15039,AlloroTheOterra,No,Yes,4.0,63,Electronic City,Fine Dining,"Pasta, Pizza, Tiramisu, Minestrone Soup, Mushroom Risotto, Clear Soup, Wine",Italian,2500,Dine-out
15040,15040,SpotlightTheGoldenTulip,No,Yes,2.5,118,Electronic City,Casual Dining,"Salads, Gulab Jamun, Fish Curry, Lunch Buffet","North Indian, Chinese, Continental",850,Dine-out
15041,15041,FoodU,No,No,3.6,34,Electronic City,Quick Bites,NA,North Indian,400,Dine-out
15042,15042,KantiSweets,Yes,No,3.6,16,Electronic City,Sweet Shop,NA,"Mithai, Street Food",400,Dine-out
15043,15043,NewPunjabiFoodCorner,Yes,No,3.7,70,Electronic City,Casual Dining,"Chicken Biryani, Paneer Chatpata, Butter Chicken","North Indian, Chinese",500,Dine-out
15044,15044,FoodPointFamilyRestauarant,Yes,No,3.3,6,Electronic City,Casual Dining,NA,"North Indian, Chinese, Mughlai",700,Dine-out
15045,15045,VmsStarBiriyani,No,No,3.8,47,Electronic City,Casual Dining,Biryani,Biryani,500,Dine-out
15046,15046,GreenFamilyBarRestaurant,No,No,3.0,57,Electronic City,Casual Dining,"Tandoori Chicken, Biryani, Masala Papad","North Indian, Chinese, Andhra",1000,Dine-out
15047,15047,Santhrupthi,No,No,3.4,5,Electronic City,Casual Dining,NA,"Andhra, South Indian, North Indian, Biryani",550,Dine-out
15048,15048,Chinmayees,No,No,3.1,83,Electronic City,Casual Dining,"Chicken Lollipop, Chilli Chicken","North Indian, Chinese",700,Dine-out
15049,15049,Entreecafe,Yes,No,3.7,56,Electronic City,"Cafe, Bakery","Coffee, Burgers, French Fries","Cafe, Bakery, Desserts",400,Dine-out
15050,15050,Bangaliana,Yes,No,3.0,61,Electronic City,Casual Dining,"Luchi, Fish Fry",Bengali,600,Dine-out
15051,15051,FoodieNation,Yes,Yes,3.5,89,Electronic City,Casual Dining,NA,"North Indian, Chinese, Arabian",1000,Dine-out
15053,15053,UrbanUdupiVegRestaurant,No,No,3.5,9,Electronic City,Casual Dining,NA,"Chinese, North Indian, South Indian",400,Dine-out
15054,15054,FoodClubRestaurant,No,No,3.7,45,Electronic City,Casual Dining,NA,"North Indian, Chinese",500,Dine-out
15055,15055,StradaKitchenBar,No,No,3.4,7,Electronic City,Casual Dining,NA,"Chinese, North Indian, South Indian",1000,Dine-out
15056,15056,Ritz,No,No,3.5,43,Electronic City,Casual Dining,"Salads, Gulab Jamun","North Indian, Chinese, Thai, Continental",800,Dine-out
15058,15058,TheElaichiRestaurant,Yes,No,3.6,399,Electronic City,Casual Dining,"Momos, Butter Chicken, Fish, Rolls, Laccha Paratha, Salad, Tandoori Chicken","North Indian, Asian, Continental, Bengali, Momos",700,Dine-out
15059,15059,BhojanamRestaurant,No,No,3.6,196,Electronic City,Casual Dining,"Biryani, Veg Thali, Chicken Tikka, Tandoori Roti, Buttermilk","Andhra, Biryani",600,Dine-out
15060,15060,ItsMirchiRameeGuestlineHotels,No,No,3.1,19,Electronic City,Casual Dining,NA,"Continental, Mughlai",1600,Dine-out
15061,15061,HattiPunjabDi,Yes,No,3.0,291,Electronic City,Casual Dining,"Momos, Butter Chicken, Murgh Patiala","North Indian, Chinese",550,Dine-out
15062,15062,MagicPacks,Yes,No,3.1,22,Electronic City,NA,NA,"North Indian, South Indian",300,Dine-out
15063,15063,RKGardenFamilyRestaurant,No,No,3.5,17,Electronic City,Casual Dining,NA,"Andhra, Chinese, North Indian, South Indian",600,Dine-out
15064,15064,AmburBiriyaniClassic,Yes,No,3.3,136,Electronic City,Casual Dining,NA,"Biryani, South Indian, North Indian",700,Dine-out
15065,15065,Akshara,Yes,No,3.8,42,Electronic City,Casual Dining,NA,"North Indian, South Indian, Chinese",700,Dine-out
15068,15068,EdenHutsDhaba,No,No,3.6,33,Electronic City,Casual Dining,NA,"Chinese, North Indian",500,Dine-out
15069,15069,MillenniumPlaza,Yes,No,3.4,19,Electronic City,Casual Dining,NA,North Indian,700,Dine-out
15072,15072,JodhpurSweets,No,No,3.8,29,Electronic City,Beverage Shop,NA,"Desserts, Street Food",100,Dine-out
15074,15074,SevenSpicesManipalCounty,No,No,2.8,38,Electronic City,Casual Dining,NA,"North Indian, Chinese, Continental",900,Dine-out
15075,15075,MagicOven,No,No,4.0,135,Electronic City,"Cafe, Dessert Parlor","Sandwiches, Burgers, Coffee, Ginger Tea, Red Velvet, Chicken Penne, White Sauce Pasta","Cafe, Desserts",400,NA
15078,15078,KaravaliFishland,Yes,No,3.1,30,Electronic City,Casual Dining,NA,"South Indian, Mangalorean, Chinese",700,Dine-out
15080,15080,AndhraAmigos,Yes,No,3.6,81,Electronic City,Casual Dining,NA,"Andhra, North Indian, Biryani",350,Dine-out
15082,15082,OasisRestaurant,No,No,2.9,28,Electronic City,Casual Dining,NA,"North Indian, Chinese, Kebab",550,Dine-out
15083,15083,Swad,No,No,3.7,38,Electronic City,Casual Dining,Malai Kofta,"North Indian, Chinese",500,Dine-out
15084,15084,HotelAvakay,Yes,No,3.6,27,Electronic City,Casual Dining,NA,"Andhra, North Indian, Chinese, Biryani",550,Dine-out
15085,15085,BambooShades,Yes,No,2.8,48,Electronic City,Casual Dining,NA,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",1000,Dine-out
15087,15087,TheHungrySharkCafe,No,No,3.9,117,Electronic City,Cafe,"Nachos, Noodles, Burgers, Tea, Fries, Pasta, Chicken Burger","Cafe, Continental, Beverages",700,Dine-out
15088,15088,VijayawadavariSandyaAndhraMess,Yes,No,3.6,18,Electronic City,Mess,NA,Andhra,200,Dine-out
15091,15091,VijayawadawariSandhyaAndhraMess,Yes,No,3.4,10,Electronic City,Quick Bites,NA,"North Indian, Biryani, South Indian",400,Dine-out
15092,15092,KinaraFamilyRestaurant,No,No,3.5,11,Electronic City,Casual Dining,NA,"South Indian, North Indian, Chinese",600,Dine-out
15093,15093,KARestocafe,No,No,3.9,39,Electronic City,Cafe,NA,"Cafe, Mughlai",650,Dine-out
15094,15094,MalabarRestaurant,No,No,3.6,19,Electronic City,Quick Bites,NA,"Kerala, Fast Food, Beverages",400,Dine-out
15102,15102,Varenyam,No,No,3.7,56,Electronic City,Casual Dining,"Filter Coffee, Dal Tadka","South Indian, North Indian",500,NA
15104,15104,ReddyRestaurant,No,No,3.2,6,Electronic City,Quick Bites,NA,South Indian,300,Dine-out
15114,15114,ECDineRestaurant,Yes,No,3.4,23,Electronic City,Casual Dining,NA,"South Indian, North Indian, Kerala",500,Dine-out
15116,15116,PallaviRestaurant,Yes,Yes,3.8,490,Electronic City,Casual Dining,Biryani,"Biryani, Chinese, Andhra",500,Dine-out
15118,15118,ShoiabFamilyRestaurant,Yes,No,3.6,14,Electronic City,Casual Dining,NA,"North Indian, South Indian, Chinese",600,Dine-out
15119,15119,HotelJadeEmpire,No,No,3.1,10,Electronic City,Casual Dining,NA,"Andhra, North Indian, Chinese",700,Dine-out
15120,15120,BengaluruRestaurant,No,No,3.1,22,Electronic City,Casual Dining,NA,"North Indian, South Indian",1500,Dine-out
15121,15121,JoshithaAndraMess,No,No,3.2,9,Electronic City,Mess,NA,"Andhra, Biryani",250,Dine-out
15122,15122,SRAndhraMess,No,No,3.3,16,Electronic City,Mess,NA,Andhra,200,Dine-out
15124,15124,Gourmet,No,No,3.5,12,Electronic City,Casual Dining,NA,"North Indian, Chinese, Continental, South Indian",800,Dine-out
15127,15127,JustShawarma,Yes,No,3.9,176,Electronic City,Kiosk,"Whole Meat Shawarma, Wheat Shawarma, Pita Bread, Malgoum Shawarma, French Fries",Arabian,300,Dine-out
15128,15128,HotelTheNalanda,No,No,3.2,4,Electronic City,Casual Dining,NA,"North Indian, South Indian",700,Dine-out
15129,15129,PepperPillar,No,No,3.4,11,Electronic City,Casual Dining,NA,South Indian,700,Dine-out
15131,15131,NarayanaVegTreat,No,No,3.1,8,Electronic City,Quick Bites,NA,"North Indian, South Indian, Chinese",350,Dine-out
15132,15132,AndhraMess,No,No,3.4,8,Electronic City,Mess,NA,South Indian,200,Dine-out
15134,15134,Dilli,No,No,3.2,26,Electronic City,Casual Dining,NA,"North Indian, Chinese",450,Dine-out
15136,15136,Satkar,No,No,3.6,22,Electronic City,Quick Bites,NA,"Chinese, North Indian",350,Dine-out
15140,15140,NewGreenLeafRestaurant,No,No,3.6,42,Electronic City,Casual Dining,NA,"Kerala, North Indian, Chinese, South Indian",600,Dine-out
15141,15141,ShreeRangaVilas,No,No,3.2,7,Electronic City,Casual Dining,NA,"North Indian, South Indian, Chinese, Juices",500,Dine-out
15142,15142,HotelIvyDewDrops,No,No,3.2,4,Electronic City,Casual Dining,NA,"South Indian, North Indian, Chinese",900,Dine-out
15143,15143,MommsTheKitchen,No,No,3.4,7,Electronic City,Casual Dining,NA,"Andhra, South Indian, North Indian, Chinese",500,Dine-out
15144,15144,PizzaRepublic,No,No,2.7,31,Electronic City,NA,NA,"Pizza, Fast Food",500,Dine-out
15145,15145,TheElachi,No,No,3.1,18,Electronic City,Quick Bites,NA,North Indian,500,Dine-out
15146,15146,ZaffronExpress,No,No,3.5,8,Electronic City,Casual Dining,NA,"North Indian, Chinese, Biryani",550,Dine-out
15147,15147,HungryKya,No,No,3.3,8,Electronic City,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
15148,15148,HuntersLounge,No,No,3.1,9,Electronic City,Casual Dining,NA,"South Indian, North Indian, Chinese",500,Dine-out
15149,15149,GreenTreeGardenRestaurant,No,No,3.4,6,Electronic City,Casual Dining,NA,"Chinese, Hyderabadi, Mughlai, South Indian",500,Dine-out
15150,15150,Sattvic,No,No,3.5,11,Electronic City,Casual Dining,NA,"South Indian, North Indian",450,Dine-out
15151,15151,MastKalandar,No,No,2.4,142,Electronic City,Casual Dining,"Gulab Jamun, Thali, Dal Makhani, Paneer Curry, Rajma",North Indian,450,Dine-out
15152,15152,Ruchir,No,No,3.3,7,Electronic City,Casual Dining,NA,"North Indian, South Indian, Biryani",600,Dine-out
15153,15153,BollywoodGrill,No,No,3.4,5,Electronic City,Casual Dining,NA,North Indian,1500,Dine-out
15155,15155,BiriyaniParadise,No,No,3.5,18,Electronic City,Casual Dining,NA,"North Indian, Kerala, Biryani, South Indian",550,Dine-out
15157,15157,SKGreenGardens,No,No,3.2,4,Electronic City,Casual Dining,NA,"North Indian, Chinese, Seafood, South Indian",550,Dine-out
15158,15158,PugalsBiriyani,No,No,3.6,25,Electronic City,Quick Bites,NA,"Kerala, Biryani, Chinese, North Indian",400,Dine-out
15159,15159,HoursCoffeeDropLaClassic,No,No,3.4,9,Electronic City,Cafe,NA,Cafe,800,Dine-out
15160,15160,PinkPepper,No,No,3.3,5,Electronic City,Casual Dining,NA,"North Indian, Chinese, South Indian",700,Dine-out
15161,15161,KotaeGarden,No,No,3.1,9,Electronic City,Casual Dining,NA,"North Indian, Chinese, Andhra",450,Dine-out
15167,15167,Flavors,No,No,3.4,5,Electronic City,Casual Dining,NA,"North Indian, South Indian, Chinese, Continental",1200,Dine-out
15169,15169,KulhadJunction,No,No,0.0,0,Electronic City,Cafe,NA,Cafe,100,Dine-out
15170,15170,BawarchiRestaurant,No,No,3.1,4,Electronic City,Casual Dining,NA,"North Indian, Biryani",700,Dine-out
15171,15171,MahadwaniRestaurant,No,No,3.3,4,Electronic City,Quick Bites,NA,"South Indian, North Indian",300,Dine-out
15172,15172,Enroute,No,No,3.4,7,Electronic City,NA,NA,"Continental, Fast Food",300,Dine-out
15173,15173,ChungWah,No,No,2.9,95,Electronic City,Casual Dining,"Chilli Paneer, Hakka Noodles",Chinese,500,Dine-out
15174,15174,MadihaBiryaniHouse,No,No,3.4,13,Electronic City,NA,NA,"Biryani, North Indian, Beverages",450,Dine-out
15175,15175,LakshmiRayalaseemaRuchilu,Yes,No,2.9,83,Electronic City,Casual Dining,NA,"Biryani, South Indian, Chinese",600,Dine-out
15176,15176,SaltedChilli,Yes,Yes,3.7,50,Electronic City,Casual Dining,NA,"Biryani, North Indian, Chinese",600,Dine-out
15178,15178,VijayawadaHeights,Yes,No,2.9,24,Electronic City,Casual Dining,NA,North Indian,600,Dine-out
15180,15180,Sitaar,Yes,Yes,3.8,88,Electronic City,Casual Dining,NA,"North Indian, Chinese",800,Dine-out
15181,15181,BrunchMunchHotelMillenniumPlaza,No,No,3.5,23,Electronic City,Casual Dining,NA,"North Indian, Chinese, Mangalorean, Andhra",1200,Dine-out
15182,15182,IndiaGarden,Yes,No,3.3,211,Electronic City,Casual Dining,"Tandoori Chicken, Burgers","North Indian, Chinese, Fast Food, Beverages",550,Dine-out
15183,15183,Bhukkads,Yes,No,3.2,63,Electronic City,Casual Dining,Chicken Biryani,"Chinese, North Eastern",400,NA
15185,15185,SwathiRestaurantTheVintageInn,Yes,No,3.8,36,Electronic City,Casual Dining,NA,"Andhra, North Indian",900,Dine-out
15186,15186,ThanimaGardenRestaurant,Yes,No,3.6,163,Electronic City,Casual Dining,"Kadala Curry, Kerala Parotta, Tea, Paratha, Sea Food, Appam, Biryani","North Indian, Chinese, Kerala",500,NA
15188,15188,NainitalNorthIndianRestaurant,Yes,No,3.5,73,Electronic City,Quick Bites,"Chole Bhature, Veg Thali",North Indian,400,Dine-out
15189,15189,CafePalnad,Yes,No,4.0,92,Electronic City,Quick Bites,"Pizza Dosa, Chicken Kheema Dosa, Keema Dosa, Masala Dosa","South Indian, Fast Food",400,Dine-out
